Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,date,cluster
101.14,123.22,122.84,107.42,108.13,109.06,111.58,104.4,122.9,119.4,107.29,116.34,121.34,109.39,106.97,113.13,128.57,114.19,110.08,121.76,126.65,128.72,118.55,101.11,129.02,132.56,138.85,130.88,128.48,147.09,149.67,148.67,153.82,159.05,161.85,160.8,163.93,176.88,173.72,183.78,210.64,190.55,203.7,207.56,204.99,217.65,247.59,248.73,255.36,285.84,298.28,306.81,286.38,305.98,287.81,287.24,294.35,295.72,279.58,295.24,299.3,296.59,276.15,272.7,254.13,259.67,242.51,230.76,220.45,219.53,215.42,211.59,194.12,176.51,159.04,168.27,177.21,163.6,161.02,148.78,132.87,147.33,147.87,145.86,155.12,131.74,122.06,116.8,113.34,117.99,111.85,123.25,108.38,111.27,108.19,105.63,2025-10-04 00:00:00,3
106.82,107.82,112.28,96.3,104.06,119.38,120.25,105.08,114.41,121.36,98.28,103.28,101.34,107.48,106.2,112.71,122.62,111.06,121.49,113.84,114.67,112.29,126.91,130.98,107.36,127.7,133.32,128.49,145.36,149.22,146.08,140.05,135.4,140.98,168.15,159.86,171.31,172.35,176.12,176.24,199.89,193.01,195.4,208.7,212.98,224.21,273.86,245.81,258.03,278.08,291.93,304.49,296.045,287.6,301.1,294.45,287.52,295.97,292.5,300.1,282.08,274.26,286.19,285.26,262.73,260.14,258.36,254.45,225.55,219.6,199.08,194.07,193.47,180.19,183.92,172.24,174.69,161.81,134.84,136.09,142.35,131.04,135.14,128.76,119.73,120.41,122.28,121.61,118.76,118.11,109.45,114.3,102.43,115.25,101.28,114.22,2025-10-05 00:00:00,3
44.05,59.9,46.11,47.31,49.78,61.31,49.64,55.61,67.51,64.45,41.29,63.68,61.5,64.06,47.54,60.94,46.44,54.61,56.3,54.7,46.13,60.17,64.91,68.43,52.35,75.87,77.49,67.68,72.26,66.48,57.58,56.15,70.44,73.22,69.8,66.84,84.87,85.91,73.46,71.62,93.31,81.75,86.91,76.3,95.37,94.01,74.68,89.19,90.63,83.28,97.23,110.52,96.95,87.25,86.85,98.57,98.58,82.52,87.28,105.44,81.38,85.79,89.23,74.9,80.79,82.84,81.19,75.36,72.93,70.83,73.66,79.87,74.57,68.02,57.51,76.97,68.18,55.36,65.39,70.68,69.83,59.56,55.89,58.29,52.58,65.29,59.22,54.61,59.17,63.93,59.72,59.81,45.56,58.22,62.6,71.74,2025-10-06 00:00:00,4
47.36,58.75,72.75,60.88,61.05,66.12,51.73,52.35,62.99,57.02,59.83,56.28,60.95,56.4,64.48,62.28,45.77,70.5,53.27,58.62,58.97,76.13,67.33,55.5,61.1,66.99,70.11,63.4,75.8,66.79,79.12,81.65,84.36,87.31,85.58,78.77,77.51,73.34,77.93,85.87,90.35,75.48,86.92,80.76,91.35,82.5,85.39,85.67,102.08,105.77,91.45,78.79,91.59,87.88,92.66,82.64,96.27,93.04,97.47,87.46,88.11,93.21,105.85,88.69,88.95,90.63,85.31,77.2,80.27,73.1,86.5,71.66,80.8,75.75,61.87,70.92,58.26,60.5,63.19,67.74,52.8,62.61,73.4,70.72,65.85,65.45,47.72,52.83,52.12,42.31,50.09,55.16,56.09,69.9,49.32,53.47,2025-10-07 00:00:00,4
92.52,89.51,100.05,87.01,91.82,91.92,95.35,100.51,90.29,93.66,93.78,98.08,101.42,83.15,104.54,101.32,104.11,109.52,102.29,107.85,110.09,110.5,98.74,108.17,124.88,118.5,109.09,111.28,120.9,130.55,122.3,140.41,129.19,136.12,135.05,142.82,140.67,168.49,160.52,171.35,188.55,187.23,210.8,229.1,224.66,217.03,230.27,230.87,251.94,236.92,264.44,247.41,257.54,251.55,253.24,253.33,239.17,233.19,233.02,236.69,208.47,229.03,209.73,201.89,199.5,174.41,199.22,171.9,159.95,154.23,138.04,135.52,133.55,107.77,107.94,122.88,103.64,117.01,108.26,115.43,106.52,113.84,98.32,105.92,102.94,111.45,94.82,101.99,106.72,85.46,96.99,97.78,107.37,102.42,102.53,95.94,2025-10-08 00:00:00,1
162.15,146.21,170.36,148.09,154.87,162.78,152.69,153.02,164.03,157.26,160.9,158.65,163.59,158.79,164.49,167.46,174.51,165.33,171.87,189.67,169.05,174.58,176.57,186.09,183.45,187.08,192.11,226.82,252.61,283.91,310.3,345.7,362.4,386.01,362.28,359.31,329.86,289.45,270.12,249.09,259.05,263.44,240.35,253.33,234.15,253.02,260.75,267.61,270.23,285.74,258.01,257.51,275.97,281.04,257.47,278.41,279.3,260.45,264.74,252.33,246.89,229.38,256.63,233.3,240.2,235.07,244.27,277.35,290.45,339.75,337.75,362.37,355.58,346.03,317.62,306.19,261.46,241.13,228.39,212.29,184.84,177.55,179.88,174.3,163.48,176.12,165.65,163.76,163.32,152.68,152.33,173.05,162.32,166.38,156.87,164.98,2025-10-09 00:00:00,2
109.25,107.9,108.54,100.74,98.51,102.1,105.4,104.58,100.81,98.3,112.25,104.61,100.22,107.65,109.03,104.65,118.71,110.32,130.15,105.95,99.71,116.45,107.58,108.74,109.41,119.69,119.38,128.63,126.28,125.25,118.33,135.62,131.69,134,134.52,141.9,159.56,159.63,172.28,182.92,202.63,212,214.09,218.14,222.82,230.26,234.97,239.6,236.33,253.73,247.15,245.24,253.98,265.2,247.46,241.03,242.37,248.18,231.38,240.19,232.86,225.19,220.6,216.01,195.2,191.05,190.17,168.78,155.66,148.56,137.45,132.15,120.45,132.93,123.64,115.58,108.62,116.82,111.58,126.32,117.03,108.49,122.91,106.77,110.21,104.66,105.85,113.91,91.75,120.19,100.37,100.99,102.54,89.8,93.11,91.52,2025-10-10 00:00:00,1
119.77,125.68,113.9,117.87,126.34,108.63,117.71,124.59,125.77,114.92,123.39,128.65,120.59,119.66,118.03,135.21,124.19,127.26,119.03,124.98,133.69,134.17,131.57,132.85,135.52,129.79,139.98,137.86,147.8,153.03,148.84,167.73,154.12,173.93,167.23,183.17,177.26,184.14,195.44,203.66,205.71,218.37,209.58,226.57,250.8,236.1,256.65,258.6,279.57,285.85,290.6,305.42,295.66,309.4,322.12,293.42,319.76,326.54,313.01,309.73,293.65,290.95,296.14,272.24,279.62,257.2,245.32,248.43,233.88,238.46,226.89,216.05,199.02,191.21,178.14,179.63,164.7,151.64,168.09,164.25,166.38,152.64,149.13,151.92,135.28,136.66,121.48,124.85,125.48,115.34,114.76,135.15,129.76,123.73,135.48,130.15,2025-10-11 00:00:00,3
119.67,123.9,122.29,115.76,133.9,113.21,123.29,132.93,110.71,124.98,125.8,119.98,117.61,129.8,130.81,118,129.72,136.77,132.96,126.32,133.27,127.18,132.62,136.25,132.14,136.78,134.93,138.17,142.85,146.62,163.77,155.07,159.65,163.06,151.21,180.8,189.03,180.24,185.25,201.07,200.51,192.67,217.27,223.7,240.22,236.55,253.11,262.42,275.72,258.78,291.09,288.38,281.37,306.62,293.88,279.37,314.6,304.225,293.85,310.39,292.43,299.93,270.09,269.6,263.07,269.15,240.08,238.87,227.07,214.92,213.31,206.17,209.44,190.8,160.82,171.9,167.37,161.04,155.3,161.1,151.89,159,140.11,136.06,142.05,141.18,120.61,138.82,133.8,124.41,121.64,114.23,122.98,126.83,119.32,117.69,2025-10-12 00:00:00,3
153.16,145.87,164.79,155.3,160.84,169.93,162.98,153.17,151.36,171.13,171.1,163.96,153.06,162.32,165.45,172.45,172.85,170,172.07,153.94,182.52,165.17,172.88,162.57,177.7,184.44,203.54,201.66,239.78,263.63,277.9,295.66,313.85,343.58,321.35,318.39,273.2,268.07,262.94,243.35,239.77,229.56,230.41,236.28,224.2,233.77,232.58,235.61,235.75,242.62,229.94,236.11,255.06,250.65,253.06,249.01,250.33,246.82,249.54,207.96,232.66,242.56,216.38,207.87,225.69,209.67,238.97,248.4,273.42,280.2,302.35,304.74,331.97,321.22,316.95,283.07,263.29,253.5,230.59,205.41,190.2,173.97,174.41,167.78,163.17,166.21,167.14,161.58,162.06,160.86,155.95,162.51,159.99,150.94,150.83,163.03,2025-10-13 00:00:00,2
103.96,96.4,102.58,97.08,83.99,104.7,93.83,110.15,87.78,93.06,98.34,99.11,105.83,91.01,101.58,97.65,97.42,101.07,94.98,109.89,103.64,119.66,96.48,99.55,99.09,110.37,101.87,107.92,110.46,117.49,114.22,120.57,128.78,120.73,131.64,123.87,133.97,143.13,143.82,159.84,167.27,167.67,187.32,203.63,210.91,206.48,200.69,218.13,201.36,222.39,239.29,224.33,231.95,220.84,195.25,217.81,212.91,205.56,192.42,205.75,180.95,185.91,184.55,180.81,173.12,169.61,154.35,147.94,132.1,128.51,133.59,126.53,114.75,118.45,116.29,115.28,110.65,110.1,102.96,106.52,102.23,101.75,88.28,110.98,91.61,102.31,107.52,121.22,87.92,116.33,85.33,104.63,93.87,106.76,96.26,81.28,2025-10-14 00:00:00,1
80.54,94.91,83.59,107.08,94.31,87.04,93.37,82.44,75.24,76.95,88.59,101.26,99.69,95.8,89.24,98.53,100.3,95.68,96.11,96.75,98.94,107.46,106.94,110.68,117.9,101.05,114.61,116.04,102.33,114.02,114.51,120.4,123.36,110.71,118.31,124.99,137.17,130.18,155.32,165.79,163.61,167.46,178.08,187.72,210.74,196.7,192.14,213.63,215.89,209.66,220.03,238.97,230.99,227.02,206.38,213.87,203.19,210.14,209.22,195.14,198.6,183.42,176.57,178.34,166.57,158.56,163.74,149.26,142.81,124,129.32,131.27,117.78,118.73,102.42,108.7,86.3,105.04,96.26,108.96,104.49,115.76,82.6,95.21,94.77,103.25,90.33,96.27,83.87,97.78,89.35,97.53,99.99,82.96,87.89,83.73,2025-10-15 00:00:00,1
62.34,39.24,40.07,54.1,48.82,36.88,53.5,56.57,63.6,44.91,53.34,63.17,50.99,65.67,63.58,49.77,53.7,55.32,52.57,61.37,59.64,66.45,59.99,51.54,55.98,63.18,64.25,64.03,63.17,74.64,63.53,70.44,61.51,65.34,72.32,71.73,72.25,78.66,90.1,89.48,83.45,84.66,89.48,82.1,83.18,79.72,96.26,93.38,85.94,77.04,83.34,85.77,76.74,80.98,93.3,76.28,77.39,74.99,99.08,83.94,69.26,77.42,81.59,75.25,88.16,80.02,77.92,71.1,70.67,78.33,75.75,72.65,64.28,64.68,70.7,69.79,60.73,58.01,65.82,60.42,71.12,56.14,62.01,58.55,60.08,63.24,56.09,69.01,55.98,45.43,58.94,65.97,49.86,52.62,53.42,36.31,2025-10-16 00:00:00,4
57.43,49.46,54.81,44.88,52.2,40.24,54.16,56.97,53.07,51.14,50.62,67,49.83,51.02,53.87,62.56,69.19,56.95,54.5,53.62,63.12,51.9,70.14,55.37,61.62,61.49,61.95,73.91,60.88,66.9,69.82,60.05,61,85.96,59.27,78.42,69.53,68.32,70.76,86.61,89.99,88.63,99.59,80.78,91.31,84.95,87.39,91.8,84.17,94,94.39,89.32,89.13,83.58,100.21,92.38,87.57,93.04,92.48,83.16,81.37,94.89,80.76,78.5,91.15,65.93,68.3,73.85,66.07,76.28,68.78,80.85,75.86,70.72,65.74,56.83,57.13,60.47,54,69.83,61.29,56.24,62.6,59.7,50.02,54.95,63.58,46.45,45.33,65.46,49.13,37.78,59.97,58.3,50.36,53.28,2025-10-17 00:00:00,4
115.08,115.63,107.68,123.8,104.3,106.39,108.88,106.02,111.87,114.91,107.29,107.81,116.93,108.27,115.28,112.66,115.83,108.06,119.65,123.5,132.05,143.26,124.69,129.97,122.59,121.02,124.23,133.41,139.17,144.18,155.76,138.42,155.96,157.56,158.975,160.39,160.35,171.58,183.43,186.24,207.75,205.75,191.41,221.74,233.42,235.42,241.51,240.09,244.28,257.64,289.4,277.28,289.04,289.63,297.39,301.62,281.36,299.88,285,291.01,292.66,273.71,261.73,283.63,274.32,249.22,247.68,250.85,239.02,196.58,206.71,189.67,194.1,183.1,176.14,153.39,166.96,173.4,144.05,152.27,140.49,125.18,141.78,124.37,133.8,132.95,125.76,115.31,110.23,128.57,119.91,123.07,119.9,106.27,109.3,111.88,2025-10-18 00:00:00,3
123.15,121.67,103.27,95.15,106.18,105.6,116.97,112.11,120.59,114.46,118.41,111.82,123.08,110.64,126.09,121.01,113.95,125.96,132.26,121.43,128.54,123.39,129.31,131.99,121.77,129.16,144.58,127.11,146.13,142.46,152.87,156.06,157.51,161.96,167.52,163.17,168.29,176.47,205.76,204.94,190.09,199.16,221.99,206.93,226.31,254.64,237.12,236.27,264.28,252.63,281.05,282.37,291.91,297.14,280.91,312.55,305.53,292.51,277.74,309.98,287.59,294.9,284.6,264.37,241.77,254.54,246.27,231.93,229.79,230.22,220.79,216.85,198.97,186.46,196.85,178.66,168.99,155.12,148.66,145.5,147.69,138.99,129.1,115.68,123.86,129.39,118.18,113.06,120.33,121.54,109.64,113.19,122.06,113.02,110.11,115.87,2025-10-19 00:00:00,3
101.94,98.49,95.84,97.12,111.71,102.36,106.08,98.8,94.55,104.02,103.39,104.94,96.64,92.26,105.03,106.61,102.36,106.43,113.38,103.56,113.98,99.37,120.93,119.58,123.16,113.07,117.65,112.03,119.89,114,120.72,127.92,122.57,124.15,118.53,131.43,137.93,141.1,155.27,178.93,187.17,177.22,207.59,198.7,201.51,212.64,207.85,233.61,224.29,234.4,234.03,246.78,233.25,238.11,233.24,218.6,228.62,221.79,219.32,205.3,197.75,211.53,182.48,186.45,187.31,183.3,154.59,148.17,144.16,146.69,142.03,127.92,127.57,121.89,129.75,114.33,107.89,106.97,115.83,105.74,111.12,108.24,93.13,115.51,104.53,94.24,100.42,104.49,94.39,104.18,101.97,103.95,100.33,106.54,106.19,104.03,2025-10-20 00:00:00,1
103.13,95.06,100.59,97.95,104.87,96.99,93.49,109.17,83.33,89.05,96.03,102.57,111.12,98.37,108.85,117.57,103.33,110.95,103.95,114.35,111.89,106.91,125.86,110.37,114.85,116.32,118.84,108.59,116.11,120.03,124.9,123.05,118.98,135.96,146.15,147.07,153.96,166.35,174.06,170.95,182.27,186.31,191.08,205.53,210.29,210.65,221.03,230.33,230.98,245.49,236.19,235.45,234.71,234.97,221.86,232.83,219.26,223.35,223.23,208.79,201.07,184.96,189.01,192.23,184.09,169.58,168.24,139.09,150.44,154.69,145.44,130.22,133.6,115.94,122.09,122.84,107.69,110.77,108.26,112.23,109.57,111.93,108.35,112.48,105.45,120.06,103.64,104.76,91.32,108.31,104.68,98.57,89,110.58,114.55,106.43,2025-10-21 00:00:00,1
100.92,103.905,106.89,111.28,100.46,95.03,113.78,103.99,108.66,104.11,101.51,118.86,106.72,106.45,100.34,111.34,117.58,129.35,104.67,112.05,123.82,104.15,107.59,103.54,97.38,112.93,129.45,126.25,136.94,122.98,129,131.71,134.03,125,146.44,144.37,149.98,156.12,164.12,171.24,191.5,185.4,212.46,209.53,212.8,212.53,213.48,221.75,226.08,228.84,236.85,245.57,225.81,237.47,239.51,219.45,226.18,224.5,218.56,207.19,198.66,200.9,191.75,184.84,184.01,176.44,160.86,160.55,146.63,151.7,135.53,125.01,133.02,121.81,117.69,108.9,124.79,116.34,117.62,101.45,107.66,105.62,110.5,107.62,104.95,112.83,105.59,97.47,112.11,98.46,114.58,98.2,100.61,105.65,104.23,111.47,2025-10-22 00:00:00,1
162.83,166.92,166.79,173.97,161.79,159.07,168.57,170.15,161.59,164.96,154.96,175.89,165.93,169.92,151.19,166.5,178.98,173.78,164.38,175.43,190.9,175.66,185.38,178.59,191.02,184.8,205.81,207.37,245.44,262.04,285.33,317.34,335.39,331.75,330.04,311.74,298.75,283.99,247.69,247.11,251.49,233.54,219.74,238.7,228.74,228.81,246.88,241.03,247.29,235.03,255.41,239.04,238.46,249.15,241.26,243.96,235.8,236.3,231.75,230.72,234.5,234.53,224.52,213.41,228.62,226.19,231.5,254.14,278.03,300.46,290.03,310.45,329.97,319.96,299.38,287.68,273.71,247.35,225.83,202.35,191.84,179.7,176.35,177.36,179.45,183.79,179.2,174.87,167.12,175.09,163.79,160.09,155.42,160.36,155.97,154.05,2025-10-23 00:00:00,2
97.73,100.77,100.37,98.94,97.67,93.15,92.34,107.04,95.09,94.88,89.74,93.04,103.66,111.11,110,106.09,100.67,103.96,107.36,107.95,112.17,112.88,99.76,114.57,109.75,109.17,109.17,123.47,119.72,127.06,132.36,119.92,127.23,130.83,126.71,132.18,134.06,127.52,164.65,163.88,159.18,190.64,183.37,186.83,201.63,211.64,190.38,213.86,230.61,214.79,220.56,216.78,214.77,207.68,214.61,220.34,230.69,211.3,198.93,207.87,191.1,179.89,187.39,188.96,165.33,170.51,169.57,146.39,140.29,139.04,120.85,134.36,118.51,126.17,117.92,104.96,117.32,107.83,114.31,102.69,106.07,113.91,102.56,98.81,106.61,112.75,94.2,95.95,101.6,111.21,100.65,109.1,103.26,90.31,101.7,109.11,2025-10-24 00:00:00,1
116.52,116.92,107.53,108.56,113.56,110.9,111.68,111.33,127.09,113.33,114.07,112.35,115.59,114.31,124.32,115.36,122.96,114.34,110.22,119.75,138.76,132.46,127.26,120.61,124.64,130.14,130.65,145.39,141.43,134.26,146.65,161.59,148.87,160.15,155.78,168.96,171,175.4,191.27,184.6,187.17,186.58,182.66,200.11,219.1,230.93,237.42,220.03,240.86,247.83,252.43,254.06,270.79,252.95,261.79,287.01,283.87,276.17,266.3,275.39,283.21,255.09,252.69,255.55,236.93,220.29,225.19,217.15,224.12,201.53,194.84,192.2,165.91,171.61,166.69,162.24,155.86,148.22,147.1,136.98,141.06,125.76,123.21,133.77,135.92,126.85,134.83,123.14,106.53,128.94,111.75,111.11,114.16,115.01,114.78,110.43,2025-10-25 00:00:00,1
115.31,113.01,99.36,99.12,113.31,108.24,104.58,112.77,107.69,117.39,113.42,127.09,117.57,124.52,112.06,115.61,115.07,121.62,119.66,125.5,114.4,123.61,106.92,130.9,128.73,123.13,129.62,134.11,144.27,144.88,141.56,142.68,156.54,152.27,155.71,152.87,160.2,155.46,181.63,181.49,184.87,177.08,193.99,202.55,217.7,217.29,215.77,226.33,240.91,259.16,246.88,254.49,264.81,258.7,259.8,258.09,271.01,274.37,274.62,290.79,253.71,254.77,248.01,242.68,231.09,224.94,220.92,202.5,197.77,197.19,190.31,177.49,186.6,175.51,182.73,166.85,148.85,152.02,141.34,139.99,130.78,127.59,128.13,138.37,134.29,112.85,121.7,127.57,110.8,112.35,117.4,115.41,112.38,107.29,114.87,106.18,2025-10-26 00:00:00,1
46.11,47.57,59.37,62.55,39.92,57.95,47.1,50.88,58.54,52.4,54.86,59.31,58.85,56.54,48.33,50.8,56.59,57.04,60.29,69.4,51.89,56.63,69.99,78.84,71.08,81.34,62.16,69.63,70.11,57.64,71.27,61.15,62.08,58.39,74.12,81.33,71.44,71.21,73.39,78.73,67.28,80.84,75.6,69.59,78.07,79.23,91.52,84.98,85.67,88.09,88.5,87.29,85.63,94.27,90.24,83.67,84.61,76.51,83.84,96.09,79.51,75.48,75.42,76.65,75.69,72.71,67.5,81.69,69.31,61.25,66.19,71.35,77.79,68.07,61.73,64.35,70.35,67.01,66.42,58.75,53.96,64,49.75,56.14,54.06,58.3,56.98,61.67,59.39,46.45,48.46,55.22,61.52,47.86,46.27,42.24,2025-10-27 00:00:00,4
89.64,90.89,94.1,104.84,98.36,78.54,89.8,82.26,97.58,97.4,104.52,93.36,90.44,90.17,86.48,87.63,88.54,113.81,97,99,101.27,118.12,102.63,101.32,112.47,109.3,104.58,101.09,101.65,98.1,117.69,129.7,121.67,119.97,120.09,124.2,131.92,149.07,129.69,159.21,166.78,165.31,183.47,182.34,201.8,203.91,204.53,216.41,198.08,210.91,221.71,206.69,200.81,205.88,215.2,194.46,193.43,189.3,197.75,179.53,194.8,175.98,178.05,160.96,166.31,146.09,149.91,155.86,123.84,131.67,115.83,115.61,119.76,103.89,117.6,103.27,101.07,98.38,95.9,105.08,104,99.73,93.45,96.45,99.27,96.89,90.77,71.77,83.72,101.73,85.15,94.09,95.04,92.95,82.91,92.27,2025-10-28 00:00:00,1
144.39,152.28,152.49,143.26,155.11,148.14,154.82,156.08,163.38,141.23,152.69,146.18,151.75,153.28,159.88,140.34,152.26,166.6,154.67,163.01,162.12,169.69,158.42,166.97,169.64,174.16,188.68,206.84,209.65,232.99,274.16,287.2,312.57,320.48,306.9,300.84,275.93,264.26,238.56,241.57,225.83,219.76,220.35,226.57,225.98,231.91,221.46,228.13,238.26,223.27,243.62,241.15,218.32,228.42,230.04,213.17,228.65,225.04,203.42,215.85,219.84,216.22,221.33,219.75,201.1,228.49,223.53,239.76,241.72,268.63,287.11,303.81,308.36,304.31,285.03,285.66,258.01,223.19,211.15,183.29,183.75,166,156.02,154.76,153.23,146.18,157.81,139.59,160.69,145.76,154.32,153.61,152.06,147.33,141.58,138.04,2025-10-29 00:00:00,2
90.74,91.73,95.91,91.44,82.55,89.3,95.8,77.24,94.17,97.96,97.91,98.66,103.72,107.81,98.64,103.47,102.15,106.23,108.1,102.24,101.18,98.32,103.4,102.39,107.04,106.29,116.16,114.06,121.31,125.53,116.83,121.55,115.69,115.08,141.48,132.46,152.53,154.99,148.85,167.37,179.39,194.38,190.1,191.11,197.11,203.68,217.94,221.02,206.87,219.55,239.07,235.13,226.41,214.71,219.84,214.76,219,223.87,208.2,196.7,208.55,195.04,191.62,180.16,173.62,168.83,161.41,140.39,150.97,141.73,132.2,132.9,113.63,111.41,103.98,118.17,102.19,112.42,104.78,97.07,109.28,106.32,114.38,92.85,104.75,100.56,93.82,94.77,111.27,101.7,105.96,96.92,97.45,104.86,97.45,90,2025-10-30 00:00:00,1
98.27,96.65,87.72,91.82,95.12,89.68,106.49,95.06,106.54,111.14,106.43,110.78,111.8,100.62,106.38,106.18,103.63,97.27,102.1,106.93,91.18,110.93,106.01,109.59,114.66,107.94,127.63,117.35,108.67,120.57,121.37,123.53,126.09,128.56,132.65,126.53,127.41,149.18,164.9,168.79,173.69,192.35,194.76,201.78,204.78,211.48,220.48,214.1,218.81,220.53,225.85,235.93,243.4,215.06,220.57,212.4,209.34,217.39,193.78,201.99,193.05,189.47,188.49,185.35,168.62,164.24,161.44,159.35,144.65,133.42,130.82,134.94,124.99,125.19,107.12,108.57,110.45,100.92,118.07,109.23,105.33,96.17,94.54,113.91,113.1,97.15,96.09,101.8,99.08,100.75,98.31,104.22,108.07,100.93,104.07,105.04,2025-10-31 00:00:00,1
115.72,129.93,114.51,118.93,117.49,113.91,123.06,136.7,123.48,116.5,130.09,122.43,106.43,134.13,128.55,137.04,127.36,132.58,132.64,121.77,130.64,130.97,138.39,138.88,144.93,139.81,138.98,150.94,147.54,153.41,157.75,163.45,149.95,168.97,174.93,169.97,173.41,174.57,184.51,197.35,191.62,207.68,205.49,207.93,232.5,240.48,242.64,253.98,255.13,267.64,268.2,276.92,290.58,285.72,283.42,292.16,295.79,288.38,295.44,287.85,289.17,274.44,268.98,260.07,269.05,257.94,250.18,241.01,230.32,226.32,215.6,200.32,195.38,177.12,180.01,170.52,181.52,155.22,159.64,153.13,148.64,148.86,133.39,144.32,135.84,130.43,134.48,125.69,118.83,140.4,121.89,131.16,128.59,130.24,121.48,142.97,2025-11-01 00:00:00,3
112.7,121.83,120.64,129.28,109.79,108.63,106.74,112.27,114.43,116.04,113.18,113.87,126.16,112.27,116.4,122.63,125.81,119.93,131.34,131.89,125.5,117.22,140.47,132.98,140.95,131.91,134.3,143.43,143.94,163.85,161.9,156.91,156.1,156.5,155.85,160.51,175.48,164.3,177.15,170.29,186.4,197.76,199.24,194.84,215.33,213.54,219.56,235.11,249.88,258.28,249.12,270.82,260.98,272.77,282.86,285.46,280.75,268.74,283.07,267.94,257.89,265.63,258.39,244.13,240.13,239.69,225.45,200.88,213.92,207.65,176.64,193.73,190.91,167.46,176.54,163.06,164.97,150.68,153.38,138.32,150.58,151.02,138.91,125.55,144.32,133.3,125.82,135.03,132.78,128.07,123.14,125.11,120.3,122.63,118.09,114.67,2025-11-02 00:00:00,1
107.43,91.26,100.03,90.55,105.84,99.49,103.57,102.54,103.96,102.16,95.73,101.9,94.09,94.34,102.15,108.57,111.41,98.13,99.81,103.07,94.86,95.4,106.37,123.1,100.65,92.72,108.94,112.2,119.91,122.79,117.76,107.76,121.48,124.32,131.71,138.01,134.8,152.36,144.44,156.07,153.8,170.14,185.11,172.49,182.23,203.09,199.92,208.85,213.63,199.51,208.98,202.52,206.14,200.33,201.26,199.29,185.71,185.3,178.68,182.9,180.91,167.28,169.94,166.59,163.9,157.68,143.29,151.39,139.72,130.02,128.92,127.24,109.07,121.24,96.48,107.07,116.85,115.82,101.81,107.53,106.73,106.77,101.89,103.29,112.3,87.85,106.28,100.74,94.63,105.85,96.98,99.71,90.57,91.86,95.3,89.04,2025-11-03 00:00:00,1
91.93,100.06,91.05,89.49,91.06,81.96,105.81,96.32,85.25,90.67,98.52,99,108.14,96.26,92.14,93.48,88.73,93.82,103.42,112.41,95.72,101.73,98.61,119.08,102.12,110.8,112.1,108.53,110.66,116.93,120.29,112.23,112.09,125.56,125.33,135.57,130.23,134.57,144.59,143.97,150.17,165.45,172.57,174.08,185.46,194.17,193.63,197.05,191.16,209.08,198.69,203.2,199.85,197.93,195.15,194.69,171.12,175.87,195.56,197.18,159.8,168.67,182.08,156.43,152.91,153.88,156.8,147.77,135.92,127.16,129.16,112.16,128.57,108.5,105.92,109.23,94.54,111.68,112.34,99.54,101.64,99.63,98.54,91.08,91.64,106.52,90.77,96.34,92.47,95.6,105.6,111.83,102.26,97.51,100.07,85.48,2025-11-04 00:00:00,1
53.82,58.58,48.68,58.73,58.46,44.8,58.18,57.27,49.96,55.4,55.49,58.38,56.43,55.31,73.52,60.02,60.55,62.93,68.19,68.19,51.87,45.03,67.87,54.72,60.54,57.66,58.15,59.21,67.76,62.1,74.44,68.12,57.57,67.77,65.83,62.61,75.17,87.66,69.98,77.83,83.06,73.77,70.19,74.23,81.95,81.04,90.65,80.54,89.73,72.37,78.46,86.12,76.8,78.22,94.89,69.31,86.87,80.19,63.98,86.63,91.53,90.82,71.06,67.86,75.67,78.43,70.21,62.63,82.37,69.72,56.39,56.83,50.76,66.97,56.88,51.4,70.95,51.93,59.22,63.09,65.57,54.3,70.32,48.82,63.24,49.86,52.29,64.8,35.97,57.61,63.44,55.79,62.73,57.38,47.99,59.06,2025-11-05 00:00:00,4
46.66,45.69,44.57,51.07,47.79,62,56.54,38.55,49.32,58.32,44.64,48.58,54.28,46.83,57.13,41.11,57.11,61.52,62.66,64.45,67.79,69.86,75.96,81.17,77.1,70.42,70.6,81.75,69.31,67.58,75.85,73.84,58.11,66.25,68.39,63.29,75.52,75.06,77.46,85.53,66.08,75.7,79.51,75.63,69.2,79.13,95.35,77.84,90.61,71.66,84.11,84.03,75.56,76.08,87.37,75.3,71.54,72.65,68.05,75.29,77.97,83,73.15,74.2,74.27,60.19,73.93,75.78,70.04,76.23,67.7,64.43,62.54,74.03,58.18,53.54,52.32,52.42,63.75,59.88,55.14,61.43,47.5,59.82,65.38,69.76,62.28,50.67,53.64,62,50.52,60.19,51.32,51.43,56.06,45.24,2025-11-06 00:00:00,4
